DEPTID|UFID|JOBCODE|SAL_ADMIN_PLAN|START_DATE|END_DATE|JOBCODE_DESCRIPTION|HR_POSITION
29240101|86108410|743|CTSY|2014-07-01|NULL|CO AST PROF|1
60790000|80114383|1479|OPSN|2011-07-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
23010200|84909129|67|OF09|2011-08-16|NULL|ADJ LECTURER|1
18080000|84332104|67|OF09|2010-01-01|NULL|ADJ LECTURER|1
60070000|82627706|396|FELL|2013-09-30|NULL|PREDOC FELLOWSHIP|1
33070000|83297930|743|CTSY|2007-06-01|NULL|CO AST PROF|1
17080200|81515104|1573|OF12|2011-03-29|NULL|ACADEMIC LUMP SUM PAYMENT|1
20010000|80971181|1573|OF12|2009-07-08|NULL|ACADEMIC LUMP SUM PAYMENT|1
57720000|81113946|1377|TA12|2013-08-23|NULL|STATISTICAL RESEARCH, CRD 2|1
29680100|82664685|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
12020100|85792800|396|FELL|2012-07-01|NULL|PREDOC FELLOWSHIP|1
13050000|88518050|1479|OPSN|1999-08-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
05180000|88709118|1479|OPSN|2012-06-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16200100|88859174|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
10020000|89913151|1479|OPSN|2013-05-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080500|84411461|1573|OF12|2014-06-06|NULL|ACADEMIC LUMP SUM PAYMENT|1
06030000|88046918|1484|FWSP|2011-10-18|NULL|STU AST - FEDERAL COMM SERVICE|1
13500000|81118667|1479|OPSN|2011-09-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29092800|82543306|938|TU2N|2003-08-28|NULL|LABORATORY TECH, SR|1
16520000|83300350|805|TU2N|2000-09-25|NULL|SECRETARY, SR|1
18180000|85563828|1479|OPSN|2013-04-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60732000|86171669|1479|OPSN|2010-08-11|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
17030100|85223850|908|US2N|1998-08-03|NULL|PROGRAM AST|1
55020100|81738410|1592|TU2N|2004-06-19|NULL|LIBRARY ASSISTANT 2|1
56030300|87919171|1479|OPSN|2013-06-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16800100|81981671|67|OFSU|2010-07-01|NULL|ADJ LECTURER|1
19070000|89361617|1479|OPSN|2013-08-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
04020000|85982945|1479|OPSN|2010-03-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60090000|81731298|1479|OPSN|2012-08-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080500|89177320|1573|OF12|2011-08-22|NULL|ACADEMIC LUMP SUM PAYMENT|1
33070000|85627030|789|FA12|1999-09-20|NULL|CLIN PROF|1
02120000|89641730|1479|OPSN|2000-05-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
26050100|80205200|1413|TA12|2005-08-12|NULL|ACADEMIC SUPP SVCS, CRD 3|1
16980300|86317130|1479|OPSN|2012-01-28|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29680100|89109652|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
29240000|86698440|743|CTSY|2009-02-04|NULL|CO AST PROF|1
60760000|88487911|1053|TU2N|2007-09-26|NULL|MAINTENANCE SPECIALIST|1
29140300|84190530|1479|OPSN|2014-07-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60470000|81926175|1479|OPSN|2013-08-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
13010100|83960163|1413|TA12|2011-05-16|NULL|ACADEMIC SUPP SVCS, CRD 3|1
32050000|81110199|1573|OF12|2010-02-01|NULL|ACADEMIC LUMP SUM PAYMENT|1
27010707|82883359|1476|TA12|2007-10-29|NULL|IT EXPERT|1
60451000|84163855|816|TU2N|2014-05-30|NULL|EXTENSION PROGRAM AST|1
28311001|81731665|1479|OPSN|2013-10-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16920000|89347731|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
27010716|82761430|1476|TA12|2005-09-19|NULL|IT EXPERT|1
29080100|83411901|938|TU2N|2014-01-17|NULL|LABORATORY TECH, SR|1
17030100|82569051|1573|OF12|2014-05-23|NULL|ACADEMIC LUMP SUM PAYMENT|1
29160102|81449063|1479|OPSN|2013-08-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
57800000|83604381|1479|OPSN|2014-03-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56021100|87919171|1479|OPSN|2012-06-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60330000|84987314|1164|TA12|2006-02-03|NULL|EDUC/TRAINING PROGS, CRD 1|1
29080100|84118476|67|OF12|2014-04-30|NULL|ADJ LECTURER|1
29110000|81854871|1479|OPSN|2011-09-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28040000|84504780|743|CTSY|2011-02-14|NULL|CO AST PROF|1
63700400|85844290|1047|US2N|1991-01-07|NULL|STEAMFITTER|1
19060000|85434810|820|TU2N|1988-05-31|NULL|OFFICE MGR|1
16900000|83405380|743|CTSY|2004-06-18|NULL|CO AST PROF|1
05250000|81883421|1562|TA12|2005-08-31|NULL|MULTIPURPOSE FACIL, EXEC DIR 5|1
30040000|85700770|1479|OPSN|2009-07-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16382000|89021090|1479|OPSN|2001-05-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28340000|81945463|1568|TU2N|2012-06-25|NULL|VETERINARY TECH 2|1
16320000|82318314|396|FELL|2014-05-16|NULL|PREDOC FELLOWSHIP|1
12020500|87711149|396|FELL|2014-06-25|NULL|PREDOC FELLOWSHIP|1
16030100|80214280|1573|OF12|2007-08-10|NULL|ACADEMIC LUMP SUM PAYMENT|1
07240200|82881481|1393|TA12|2006-01-03|NULL|UNIV HOUSING, AST DIR 3|1
16400100|82443360|54|OF12|2009-02-20|NULL|ADJ PROF|1
29040100|85385575|1479|OPSN|2012-05-08|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
55090100|88501123|1479|OPSN|2013-09-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
20010000|83913581|1479|OPSN|2013-05-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28090000|83219116|1573|OF12|2014-05-09|NULL|ACADEMIC LUMP SUM PAYMENT|1
16309001|88121780|67|OF12|2007-10-22|NULL|ADJ LECTURER|1
33060000|89387816|67|OF12|2012-06-11|NULL|ADJ LECTURER|1
04020000|82994953|1479|OPSN|2014-01-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32060000|86918798|1479|OPSN|2014-05-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60460000|81494830|1479|OPSN|2014-07-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
20010000|86476370|1573|OF12|2006-06-08|NULL|ACADEMIC LUMP SUM PAYMENT|1
60140000|89562875|908|TU2N|2011-09-23|NULL|PROGRAM AST|1
06030000|82391074|1484|FWSP|2011-08-26|NULL|STU AST - FEDERAL COMM SERVICE|1
19220300|82290890|1479|OPSN|2012-03-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60080000|80914530|1479|OPSN|2014-07-14|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
30090000|86939893|1335|TA12|2013-09-06|NULL|CLINICAL PROGRAMS, CRD 3|1
17220100|84186450|1573|OF12|2008-08-08|NULL|ACADEMIC LUMP SUM PAYMENT|1
29710100|85217340|908|TU2N|2005-03-08|NULL|PROGRAM AST|1
28090000|81474640|939|US2E|1994-05-09|NULL|BIOLOGICAL SCIENTIST|1
60460000|83670270|743|CTSY|2008-02-25|NULL|CO AST PROF|1
20010000|86651171|908|TU2N|2011-10-03|NULL|PROGRAM AST|1
29350000|89989713|743|CTSY|2013-10-14|NULL|CO AST PROF|1
28311001|89583445|1568|TU2N|2014-07-08|NULL|VETERINARY TECH 2|1
60760000|89896315|1479|OPSN|2010-02-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
30010100|88704680|1479|OPSN|2005-09-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
24010300|86033770|1573|OF12|2004-10-08|NULL|ACADEMIC LUMP SUM PAYMENT|1
11900000|84101743|54|OF12|2009-06-12|NULL|ADJ PROF|1
20010000|81272270|1573|OF12|2014-05-16|NULL|ACADEMIC LUMP SUM PAYMENT|1
34060500|89509197|984|TU2N|2013-08-06|NULL|DENTAL HYGIENIST|1
60070000|81281488|396|FELL|2013-01-01|NULL|PREDOC FELLOWSHIP|1
34160200|82303760|1334|TA12|1997-09-02|NULL|CLINICAL PROGRAMS, CRD 2|1
07390400|81130163|1479|OPSN|2013-05-31|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60230000|81819101|1479|OPSN|2012-04-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29020100|81311413|1479|OPSN|2012-10-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19060100|88714311|67|OFSU|2014-05-16|NULL|ADJ LECTURER|1
16860100|82968270|537|GASU|2013-05-16|NULL|GRADUATE TCH ASO|1
52010000|86459300|1573|OF12|2013-05-17|NULL|ACADEMIC LUMP SUM PAYMENT|1
33060000|86849660|1573|OF12|2004-09-18|NULL|ACADEMIC LUMP SUM PAYMENT|1
29200000|87128590|1700|TU2N|2003-06-20|NULL|CLINICAL SERVICE REP 2|1
19070000|81313378|538|GA12|2009-08-16|NULL|GRADUATE RES AST|1
27030000|89373300|1451|TA12|2001-07-23|NULL|INSURANCE AND RISK, CRD 3|1
12020200|86899479|396|FELL|2010-08-16|NULL|PREDOC FELLOWSHIP|1
30160000|88385170|1479|OPSN|2014-02-04|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16400000|86545600|789|CTSY|2004-06-18|NULL|CLIN PROF|1
60140000|80679841|743|CTSY|2006-09-21|NULL|CO AST PROF|1
60770000|83130686|1479|OPSN|2008-09-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
13020100|87281153|1479|OPSN|2011-09-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
04080100|84038824|1261|TA12|2011-03-04|NULL|STUDENT AFFAIRS, , CRD 1|1
16280100|81417126|537|GA09|2008-08-16|NULL|GRADUATE TCH ASO|1
12010000|84569131|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
29260100|81038753|939|TU2E|2009-02-10|NULL|BIOLOGICAL SCIENTIST|1
18050000|88921481|67|OF09|2013-08-16|NULL|ADJ LECTURER|1
19220200|80015430|1476|TA12|1991-02-12|NULL|IT EXPERT|1
06030000|82795010|1484|FWSP|2012-01-25|NULL|STU AST - FEDERAL COMM SERVICE|1
60190000|89592124|1479|OPSN|2014-05-27|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
63620300|87170420|1053|TU2N|2000-06-23|NULL|MAINTENANCE SPECIALIST|1
16480000|83228080|820|TU2N|2013-09-23|NULL|OFFICE MGR|1
57840200|81199173|1479|OPSN|2003-09-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
30090000|81111271|1335|TA12|2013-07-02|NULL|CLINICAL PROGRAMS, CRD 3|1
60100000|81245854|1479|OPSN|2012-02-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60353048|82789150|1479|OPSN|2014-05-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29700100|81797299|1479|OPSN|2008-04-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16300000|83656191|396|FELL|2013-09-13|NULL|PREDOC FELLOWSHIP|1
36010000|89351917|396|FELL|2013-10-18|NULL|PREDOC FELLOWSHIP|1
16600100|84041948|396|FELL|2014-05-16|NULL|PREDOC FELLOWSHIP|1
29240000|84064608|321|FA12|2005-08-31|NULL|PRG DIR & ASO PROF|1
60170000|89167530|119|CTSY|2004-11-05|NULL|AFFL CURATOR|1
04020000|80433165|1479|OPSN|2013-07-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
55090100|83914449|1479|OPSN|2013-07-08|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
34010702|88666889|743|CTSY|2010-10-01|NULL|CO AST PROF|1
63550500|88199190|1043|TU2N|2002-09-16|NULL|PLUMBER|1
29080100|87183686|1479|OPSN|2014-03-03|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
18300000|80705130|1164|TA12|2012-09-04|NULL|EDUC/TRAINING PROGS, CRD 1|1
12020100|89791486|396|FELL|2014-01-01|NULL|PREDOC FELLOWSHIP|1
52010000|83224270|1573|OF12|2005-05-06|NULL|ACADEMIC LUMP SUM PAYMENT|1
23130100|83051030|899|US2N|1993-10-11|NULL|BROADCAST SPEC|1
11400000|85240810|1479|OPSN|2005-11-28|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16880000|81519242|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
07390100|80733264|1479|OPSN|2013-01-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16200000|89492112|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
29080100|88621358|1479|OPSN|2012-05-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19070000|86643397|538|GA12|2009-08-16|NULL|GRADUATE RES AST|1
31020100|87064008|1479|OPSN|2011-08-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
12010000|83210871|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
60450000|86142360|816|TU2N|2013-03-18|NULL|EXTENSION PROGRAM AST|1
56021102|87219990|1479|OPSN|2012-08-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080200|89783639|1573|OF12|2012-06-06|NULL|ACADEMIC LUMP SUM PAYMENT|1
29010701|89019718|1573|HOUS|2014-02-07|NULL|ACADEMIC LUMP SUM PAYMENT|1
30050000|81888018|182|CTSY|2012-08-01|NULL|CO CLIN PROF|1
29070603|86544860|998|TU2N|1990-08-13|NULL|HEALTH EDUCATOR|1
63630200|80340640|1479|OPSN|1976-04-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28090000|89959000|1479|OPSN|2014-06-13|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60100000|83946706|1479|OPSN|2006-05-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60451000|81611925|1479|OPSN|2014-05-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29340000|80780390|323|FA12|2002-07-05|NULL|PRG DIR & AST SCTST|1
23030000|84909129|67|OFSU|2014-07-01|NULL|ADJ LECTURER|1
29092100|89466209|1479|OPSN|2014-05-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080500|89135146|1573|OF12|2012-09-28|NULL|ACADEMIC LUMP SUM PAYMENT|1
57130302|82740441|1479|OPSN|2009-10-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16980300|82891660|1479|OPSN|2010-05-08|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29051402|85690190|908|TU2N|2004-02-09|NULL|PROGRAM AST|1
04020000|89918844|1479|OPSN|2013-08-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60731000|85356636|1479|OPSN|2014-05-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16240100|89533385|1479|OPSN|2014-01-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28311001|81104483|1568|TU2N|2008-08-21|NULL|VETERINARY TECH 2|1
17080100|87762090|805|TU2N|1981-04-24|NULL|SECRETARY, SR|1
29010900|89298558|908|TU2N|2011-03-21|NULL|PROGRAM AST|1
29090500|80694040|1334|TA12|2012-06-01|NULL|CLINICAL PROGRAMS, CRD 2|1
32080500|82654121|1573|OF12|2013-01-04|NULL|ACADEMIC LUMP SUM PAYMENT|1
29340000|88818828|937|TU2N|2005-06-28|NULL|LABORATORY TECH|1
18050000|83839340|67|OF12|2005-06-01|NULL|ADJ LECTURER|1
16280000|84758346|396|FELL|2010-08-16|NULL|PREDOC FELLOWSHIP|1
18180400|84796620|1573|OF12|2013-06-12|NULL|ACADEMIC LUMP SUM PAYMENT|1
13010100|86826930|1476|TA12|2012-01-03|NULL|IT EXPERT|1
56021300|81481159|1479|OPSN|2007-07-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
14200500|82444274|1812|TA12|2012-09-14|NULL|APPLICATION DEVELOPER ANLST 3|1
29070500|81831968|396|FELL|2009-05-14|NULL|PREDOC FELLOWSHIP|1
29141300|87489391|291|FACM|2012-08-03|NULL|CHIEF & PROF|1
29092200|87770530|908|TU2N|2012-06-26|NULL|PROGRAM AST|1
23010200|81816519|67|OFSU|2014-05-16|NULL|ADJ LECTURER|1
16220100|87137339|1479|OPSN|2014-05-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
20010000|81272270|1573|OF12|2007-04-20|NULL|ACADEMIC LUMP SUM PAYMENT|1
52010000|86248010|1573|OF12|2009-07-10|NULL|ACADEMIC LUMP SUM PAYMENT|1
28090000|88002519|1479|OPSN|2014-02-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
20010000|83678060|1573|OF12|2005-02-25|NULL|ACADEMIC LUMP SUM PAYMENT|1
20010000|86545600|1573|OF12|2010-09-10|NULL|ACADEMIC LUMP SUM PAYMENT|1
11700000|81672060|1573|OF12|2000-10-01|NULL|ACADEMIC LUMP SUM PAYMENT|1
19090000|87556060|1573|OF12|2009-01-05|NULL|ACADEMIC LUMP SUM PAYMENT|1
32060300|89191861|141|CTSY|2011-01-20|NULL|AFFL LECTURER|1
32060300|88816106|141|CTSY|2007-10-23|NULL|AFFL LECTURER|1
16900000|85971370|743|CTSY|1992-05-20|NULL|CO AST PROF|1
60170000|81871410|135|CTSY|2005-12-07|NULL|AFFL AST CURATOR|1
18070000|80148540|397|FASU|2008-05-15|NULL|SCH DIR & PROF|1
14800000|81821100|1834|TA12|1997-07-11|NULL|IT ANALYST 2|1
60140000|86108193|1479|OPSN|2008-09-11|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|89269842|1573|OF12|2011-05-27|NULL|ACADEMIC LUMP SUM PAYMENT|1
28090000|85156771|743|CTSY|2000-01-01|NULL|CO AST PROF|1
29051700|88479359|321|FACM|2010-01-02|NULL|PRG DIR & ASO PROF|1
16220100|83108918|1479|OPSN|2011-06-10|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16520000|81815790|820|TU2N|1976-09-11|NULL|OFFICE MGR|1
29040100|87552435|908|TU2N|2004-03-22|NULL|PROGRAM AST|1
55080100|85431960|1592|TU2N|1996-12-27|NULL|LIBRARY ASSISTANT 2|1
32080200|81198168|1573|OF12|2012-10-05|NULL|ACADEMIC LUMP SUM PAYMENT|1
29680200|81194533|1479|OPSN|2014-03-20|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
05370000|84419141|1479|OPSN|2013-05-13|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60180000|81879048|939|TU2E|2004-03-12|NULL|BIOLOGICAL SCIENTIST|1
60320000|88491998|1140|TA12|2009-07-20|NULL|ACADEMIC PROGRAMS, CRD 1|1
03020000|80454320|908|TU2N|2006-09-12|NULL|PROGRAM AST|1
28040000|80899980|743|CTSY|2011-08-15|NULL|CO AST PROF|1
60230000|82851949|1479|OPSN|2012-01-10|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60460000|86248010|1479|OPSN|2008-02-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
67010000|83671768|1479|OPSN|2012-09-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32060000|88712290|1573|OF12|2013-05-10|NULL|ACADEMIC LUMP SUM PAYMENT|1
18080000|82883770|67|OF09|1999-08-01|NULL|ADJ LECTURER|1
28040000|89684410|743|CTSY|2011-05-09|NULL|CO AST PROF|1
29290100|89925340|1573|OF12|2004-09-29|NULL|ACADEMIC LUMP SUM PAYMENT|1
17220300|88250567|1261|TA12|2007-12-14|NULL|STUDENT AFFAIRS, , CRD 1|1
60451000|80519843|816|TU2N|2014-06-13|NULL|EXTENSION PROGRAM AST|1
29210000|84997999|805|TU2N|2008-12-22|NULL|SECRETARY, SR|1
23100100|86350427|1479|OPSN|2012-08-13|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29190000|84196913|1479|OPSN|2012-07-31|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16040100|84022730|820|US2N|1992-08-17|NULL|OFFICE MGR|1
33040000|86925387|396|FELL|2013-10-03|NULL|PREDOC FELLOWSHIP|1
29080100|83161419|1479|OPSN|2008-09-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60754200|83653230|937|TU2N|2000-02-18|NULL|LABORATORY TECH|1
56030000|82524050|908|TU2N|1996-07-10|NULL|PROGRAM AST|1
32050000|89240110|1377|TA12|2007-05-18|NULL|STATISTICAL RESEARCH, CRD 2|1
30090000|82167853|1479|OPSN|2014-01-17|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
02120000|84432884|1573|GA12|2009-08-16|NULL|ACADEMIC LUMP SUM PAYMENT|1
29141900|88918585|908|TU2N|2013-01-24|NULL|PROGRAM AST|1
60230000|87417761|1479|OPSN|2010-09-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
30190000|84314180|1479|OPSN|2010-07-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29120000|89676450|1499|CTSY|2013-08-01|NULL|JNT RES AST PROF|1
68040000|80357070|1107|TU2N|1980-09-15|NULL|CAMPUS PARKING PATROLLER|1
29090700|88087912|1335|TA12|2012-08-17|NULL|CLINICAL PROGRAMS, CRD 3|1
29130000|85111175|743|CTSY|2010-11-01|NULL|CO AST PROF|1
17070100|87296810|1479|OPSN|2004-06-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16282200|85385800|1479|OPSN|2005-08-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60760000|89814533|1479|OPSN|2013-01-14|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
18180300|86803830|1479|OPSN|2011-01-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60790000|81569164|538|GA12|2013-05-16|NULL|GRADUATE RES AST|1
57130310|89099225|937|TU2N|2013-01-18|NULL|LABORATORY TECH|1
29010701|81389578|1573|HOUS|2014-02-07|NULL|ACADEMIC LUMP SUM PAYMENT|1
18070000|80148540|397|FA09|1996-08-12|NULL|SCH DIR & PROF|1
55080100|82328400|1593|TU2N|2000-08-25|NULL|LIBRARY ASSISTANT 3|1
60353048|81596260|1788|CTSY|1991-08-16|NULL|PROGRAM COUNTY EXT AGENT I|1
20010000|88212730|1573|OF12|2004-06-18|NULL|ACADEMIC LUMP SUM PAYMENT|1
23010000|80113450|1479|OPSN|2000-04-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
18070000|85882420|141|CTSY|2012-04-27|NULL|AFFL LECTURER|1
30080000|81390911|294|HOUS|2011-07-01|NULL|CHIEF RESIDENT|1
16309001|86152710|67|OF12|2014-05-16|NULL|ADJ LECTURER|1
04020000|82994953|1479|OPSN|2012-08-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
02120000|88664561|1479|OPSN|2014-05-20|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
33060000|89387816|1479|OPSN|2014-06-20|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29092100|81543311|1479|OPSN|2014-06-27|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29060000|81143342|54|OF12|2006-07-01|NULL|ADJ PROF|1
08060200|80579290|820|TU2N|2005-08-16|NULL|OFFICE MGR|1
35010800|84919110|1479|OPSN|2013-06-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
07701200|85454750|908|TU2N|1983-08-26|NULL|PROGRAM AST|1
16660000|83566331|1482|FWSP|2013-08-19|NULL|STU AST- CLERICAL & ADMIN|1
13030000|81032440|734|CTSY|1977-01-01|NULL|CO PROF|1
18080000|89523915|540|GA12|2012-08-29|NULL|GRADUATE AST-R|1
60233000|86308325|540|GA12|2013-05-16|NULL|GRADUATE AST-R|1
32060300|82536043|144|CTSY|2009-09-22|NULL|AFFL CLIN AST PROF|1
60233000|84053874|540|GA12|2011-04-06|NULL|GRADUATE AST-R|1
63300200|80647953|824|TU2N|2010-10-01|NULL|STOREKEEPER/RCV CLERK, SR|1
28040000|84029490|518|FA12|1987-04-01|NULL|PROF|1
29141002|84590739|791|FACM|2012-07-23|NULL|CLIN AST PROF|1
04050000|83612918|1482|STAS|2012-11-09|NULL|STU AST- CLERICAL & ADMIN|1
32060300|88128112|144|CTSY|2007-10-23|NULL|AFFL CLIN AST PROF|1
26020000|82312720|744|CTSY|2000-01-01|NULL|CO LECTURER|1
28040000|86651430|518|FA12|1987-07-01|NULL|PROF|1
19140000|83632136|540|GA09|2012-08-16|NULL|GRADUATE AST-R|1
60070000|89309125|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
02120000|88651121|1482|STAS|2007-01-17|NULL|STU AST- CLERICAL & ADMIN|1
18050000|85191033|540|GA09|2010-08-16|NULL|GRADUATE AST-R|1
16382000|83591129|1480|OPSN|2010-11-16|NULL|OPS HOURLY SECRETARY/CLERICAL|1
16320000|88263280|518|FA09|1967-09-16|NULL|PROF|1
16280000|81841472|734|CTSY|2010-08-16|NULL|CO PROF|1
32060300|80026680|144|CTSY|2011-01-03|NULL|AFFL CLIN AST PROF|1
67010000|84799329|1482|STAS|2013-01-28|NULL|STU AST- CLERICAL & ADMIN|1
29050600|88968130|144|CTSY|2014-01-01|NULL|AFFL CLIN AST PROF|1
19020000|80678837|540|GA12|2009-08-16|NULL|GRADUATE AST-R|1
33160000|80599061|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
29092100|87035619|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
29170000|85229000|1449|TA12|1987-07-01|NULL|PHYSICIAN AST 4|1
19070000|81929091|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
18080000|83111420|518|FA09|1990-08-10|NULL|PROF|1
67010000|87116685|1482|STAS|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
29680100|84808900|196|FA12|1977-09-16|NULL|DIR & RES ASO PROF|1
29020100|86107580|518|FA12|1975-05-24|NULL|PROF|1
60140000|84322570|518|FA12|1968-11-15|NULL|PROF|1
29180300|82273120|1336|TA12|2006-04-28|NULL|CLINICAL PROGRAMS, CRD 4|1
19070000|86155645|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
29141002|84590739|791|FACM|2012-07-23|NULL|CLIN AST PROF|1
33070000|84571876|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
30050000|81688130|791|FACM|1997-10-03|NULL|CLIN AST PROF|1
60170000|88053750|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
16200000|85531800|518|FA09|1984-08-10|NULL|PROF|1
19020000|89315876|540|GA12|2011-01-12|NULL|GRADUATE AST-R|1
18250000|87668570|540|GASU|2012-05-15|NULL|GRADUATE AST-R|1
19090100|89849584|518|FA09|2012-05-07|NULL|PROF|1
16320000|80682340|518|FA09|2001-07-01|NULL|PROF|1
55070100|86334800|432|FA12|1997-01-17|NULL|ASO UNIV LIBRARIAN|1
30180000|81807409|791|FACM|2013-09-02|NULL|CLIN AST PROF|1
16120100|85438556|1482|STAS|2013-11-05|NULL|STU AST- CLERICAL & ADMIN|1
06040000|84633659|1506|ISCR|2011-02-01|NULL|NRA SCHOLARSHIP RECIPIENT|1
19020000|89395351|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
